"","eeacellcode","pd_loss"
"527","5kmE3980N3080",240.912152000001
"528","5kmE3980N3085",555.490292499999
"529","5kmE3980N3090",677.994405000001
"530","5kmE3980N3095",486.8427935
"531","5kmE3980N3100",511.386853
"532","5kmE3980N3105",926.707521999997
"533","5kmE3980N3110",913.209892999999
"534","5kmE3980N3115",934.260952999997
"535","5kmE3980N3120",646.111555000003
"536","5kmE3980N3125",943.779832
"537","5kmE3980N3130",2010.1575625
"538","5kmE3980N3135",1896.150102
"539","5kmE3980N3140",1554.6725375
"540","5kmE3980N3145",1717.3229915
"541","5kmE3980N3150",1631.5529745
"542","5kmE3980N3155",1492.4335115
"543","5kmE3980N3160",1548.1086905
"544","5kmE3985N3075",129.713996500002
"545","5kmE3985N3080",648.510873499999
"546","5kmE3985N3085",393.468401999999
"547","5kmE3985N3090",216.9522435
"548","5kmE3985N3095",337.026902999998
"549","5kmE3985N3100",851.488594999999
"550","5kmE3985N3105",1801.393439
"551","5kmE3985N3110",1065.27896
"552","5kmE3985N3115",1290.2642055
"553","5kmE3985N3120",1236.1205895
"554","5kmE3985N3125",1440.869927
"555","5kmE3985N3130",1778.699386
"556","5kmE3985N3135",2019.1012605
"557","5kmE3985N3140",1571.6035685
"558","5kmE3985N3145",1465.537577
"559","5kmE3990N3075",0
"560","5kmE3990N3080",423.953173999998
"561","5kmE3990N3085",509.129817500001
"562","5kmE3990N3090",290.3404845
"563","5kmE3990N3095",788.370374499998
"564","5kmE3990N3100",1718.3181555
"565","5kmE3990N3105",2222.687303
"566","5kmE3990N3110",1390.8634745
"567","5kmE3990N3115",1654.303855
"568","5kmE3990N3120",1654.937242
"569","5kmE3990N3125",1402.864624
"570","5kmE3990N3130",887.535367500001
"571","5kmE3990N3135",1264.012828
"572","5kmE3995N3075",81.1750360000005
"573","5kmE3995N3080",300.496218
"574","5kmE3995N3085",444.164677000001
"575","5kmE3995N3090",325.830095999998
"576","5kmE3995N3095",1671.6663305
"577","5kmE3995N3100",1889.8936305
"578","5kmE3995N3105",2422.0246345
"579","5kmE3995N3110",2187.6138425
"580","5kmE3995N3115",1731.462758
"581","5kmE3995N3120",1951.6118455
"582","5kmE3995N3125",1134.9575285
"583","5kmE3995N3130",1379.4485235
"584","5kmE3995N3135",1582.1971015
"585","5kmE4000N3075",46.309342499997
"586","5kmE4000N3080",689.262367000003
"587","5kmE4000N3085",460.217472
"588","5kmE4000N3090",46.309342499997
"589","5kmE4000N3095",1740.060333
"590","5kmE4000N3100",2179.8807535
"591","5kmE4000N3105",2143.4252095
"592","5kmE4000N3110",1678.208319
"593","5kmE4000N3115",659.398925500001
"594","5kmE4000N3120",511.858582000001
"595","5kmE4000N3125",876.8126175
"596","5kmE4000N3130",1770.78181
"597","5kmE4000N3135",2459.2362335
"598","5kmE4000N3140",1838.792182
"599","5kmE4005N3075",452.2644545
"600","5kmE4005N3080",782.290945000001
"601","5kmE4005N3085",666.501286499999
"602","5kmE4005N3090",487.287594999998
"603","5kmE4005N3095",1413.354455
"604","5kmE4005N3100",1335.704458
"605","5kmE4005N3105",1754.4566555
"606","5kmE4005N3110",1472.1891985
"607","5kmE4005N3115",1258.446156
"608","5kmE4005N3120",742.998810500001
"609","5kmE4005N3125",1069.692825
"610","5kmE4005N3130",1210.493881
"611","5kmE4005N3135",1623.4503575
"612","5kmE4005N3140",2102.7959515
"613","5kmE4010N3080",1619.7945195
"614","5kmE4010N3085",1797.060358
"615","5kmE4010N3090",1422.391915
"616","5kmE4010N3095",2175.59175
"617","5kmE4010N3100",1881.626317
"618","5kmE4010N3105",990.199015500002
"619","5kmE4010N3110",1554.3740595
"620","5kmE4010N3115",955.8692945
"621","5kmE4010N3120",492.054121000001
"622","5kmE4010N3125",1337.532234
"623","5kmE4010N3130",1450.9349075
"624","5kmE4010N3135",1308.8218395
"625","5kmE4015N3075",1268.937903
"626","5kmE4015N3080",1901.7986125
"627","5kmE4015N3085",2317.501988
"628","5kmE4015N3090",1986.88742599999
"629","5kmE4015N3095",2348.125176
"630","5kmE4015N3100",2021.5526425
"631","5kmE4015N3105",1813.225696
"632","5kmE4015N3110",756.000415499999
"633","5kmE4015N3115",862.245311999999
"634","5kmE4015N3120",948.952423499999
"635","5kmE4015N3125",1520.6351135
"636","5kmE4015N3130",1750.7846595
"637","5kmE4020N3075",954.329365500002
"638","5kmE4020N3080",1788.3690615
"639","5kmE4020N3095",1701.8874315
"640","5kmE4020N3100",1098.1797755
"641","5kmE4020N3105",1510.150561
"642","5kmE4020N3110",1383.7609175
"643","5kmE4020N3115",884.876444000001
"644","5kmE4020N3120",639.558367000001
"645","5kmE4020N3125",1300.0621625
"646","5kmE4025N3070",651.5817025
"647","5kmE4025N3075",1559.290348
"648","5kmE4025N3080",1924.2239105
"649","5kmE4025N3110",1566.783231
"650","5kmE4025N3115",1338.1781055
"651","5kmE4025N3120",1617.306738
"652","5kmE4025N3125",1335.7299455
"653","5kmE4030N3070",551.205594999999
"654","5kmE4030N3075",1509.4891015
"655","5kmE4030N3080",1988.313721
"656","5kmE4030N3120",2183.647739
